Transaction_ID,Customer_ID,Transaction_Amount,Transaction_Type,Transaction_Date,Merchant_Category,Transaction_Country,Is_Fraud
TXN001137,CUST1678,37.54,Mobile,2025-01-25,Travel,USA,0
TXN001138,CUST1588,393.26,In-Store,2024-09-12,Clothing,Germany,0
TXN001139,CUST1590,148.57,Online,2024-10-31,Groceries,USA,0
TXN001140,CUST1974,99.84,Online,2024-04-04,Electronics,UAE,0
TXN001141,CUST1420,218.74,Online,2024-11-25,Electronics,India,0
TXN001142,CUST1481,57.3,ATM,2024-11-22,Electronics,USA,0
TXN001143,CUST1735,52.43,Online,2024-11-16,Healthcare,India,0
TXN001144,CUST1794,92.61,In-Store,2024-09-26,Travel,Germany,0
TXN001145,CUST1130,64.24,In-Store,2024-06-18,Healthcare,UAE,0
TXN001146,CUST1025,108.96,In-Store,2025-01-31,Travel,Germany,0
TXN001147,CUST1958,93.02,Online,2025-02-23,Groceries,India,0
TXN001148,CUST1379,59.94,ATM,2023-11-21,Groceries,UK,0
TXN001149,CUST1539,17.17,Mobile,2025-04-26,Clothing,UK,1
TXN001150,CUST1384,24.92,ATM,2024-05-04,Electronics,USA,0
TXN001151,CUST1791,9.79,Online,2025-02-26,Electronics,UAE,0
TXN001152,CUST1787,299.43,Mobile,2023-11-27,Groceries,UK,0
TXN001153,CUST1982,13.69,Mobile,2023-09-30,Healthcare,Germany,0
TXN001154,CUST1894,110.31,ATM,2025-01-31,Clothing,USA,0
TXN001155,CUST1330,96.15,Mobile,2023-08-14,Clothing,Germany,0
TXN001156,CUST1201,55.88,In-Store,2023-08-04,Clothing,UAE,0
TXN001157,CUST1697,0.37,Online,2024-03-22,Healthcare,USA,0
TXN001158,CUST1659,316.75,ATM,2024-04-24,Clothing,UK,0
TXN001159,CUST1013,95.78,ATM,2024-12-16,Travel,USA,0
TXN001160,CUST1106,259.87,In-Store,2023-06-01,Groceries,Germany,0
TXN001161,CUST1190,226.46,In-Store,2023-06-14,Travel,UAE,0
TXN001162,CUST1973,94.36,In-Store,2024-09-08,Electronics,Germany,0
TXN001163,CUST1851,2.36,Online,2025-04-05,Clothing,India,0
TXN001164,CUST1679,155.36,Online,2025-01-09,Electronics,UK,0
TXN001165,CUST1706,82.6,In-Store,2024-06-12,Healthcare,USA,0
TXN001166,CUST1849,286.94,In-Store,2023-10-31,Travel,USA,0
TXN001167,CUST1502,28.87,Mobile,2024-12-26,Groceries,Germany,0
TXN001168,CUST1799,335.92,ATM,2024-03-29,Electronics,UAE,0
TXN001169,CUST1478,166.72,Online,2023-06-22,Travel,Germany,0
TXN001170,CUST1388,61.64,Online,2024-02-09,Healthcare,UAE,0
TXN001171,CUST1503,260.91,Mobile,2024-08-11,Clothing,USA,0
TXN001172,CUST1531,452.13,ATM,2023-06-07,Groceries,India,0
TXN001173,CUST1353,14.4,Mobile,2025-04-22,Clothing,India,0
TXN001174,CUST1542,57.39,In-Store,2025-03-17,Electronics,UAE,0
TXN001175,CUST1583,214.2,In-Store,2024-01-04,Travel,India,1
TXN001176,CUST1571,175.32,ATM,2024-03-12,Clothing,USA,0
TXN001177,CUST1444,253.44,In-Store,2024-03-07,Clothing,India,1
TXN001178,CUST1791,304.82,Online,2024-08-19,Groceries,USA,0
TXN001179,CUST1150,30.04,ATM,2025-04-01,Clothing,USA,0
TXN001180,CUST1532,277.79,ATM,2024-05-20,Clothing,Germany,0
TXN001181,CUST1115,54.12,Online,2024-10-12,Clothing,UK,0
TXN001182,CUST1321,159.85,Mobile,2024-04-08,Travel,UK,0
TXN001183,CUST1572,473.43,Online,2024-05-02,Groceries,Germany,0
TXN001184,CUST1151,82.74,ATM,2023-08-02,Healthcare,USA,0
TXN001185,CUST1874,4.45,Online,2023-05-12,Healthcare,Germany,0
TXN001186,CUST1345,160.97,Online,2023-11-08,Travel,USA,0
TXN001187,CUST1695,148.43,In-Store,2023-11-22,Groceries,Germany,0
TXN001188,CUST1821,16.48,ATM,2024-10-30,Groceries,UK,0
TXN001189,CUST1513,92.73,Mobile,2025-01-23,Healthcare,Germany,0
TXN001190,CUST1162,437.56,Mobile,2024-02-10,Electronics,Germany,0
TXN001191,CUST1158,149.67,ATM,2023-10-20,Electronics,UK,1
TXN001192,CUST1377,88.84,Online,2025-03-23,Groceries,Germany,0
TXN001193,CUST1474,75.52,ATM,2024-06-01,Healthcare,UK,0
TXN001194,CUST1146,211.16,Mobile,2024-10-23,Clothing,Germany,1
TXN001195,CUST1554,22.86,In-Store,2024-08-31,Electronics,USA,0
TXN001196,CUST1660,269.79,Online,2024-11-13,Clothing,USA,0
TXN001197,CUST1219,100.72,Online,2023-11-01,Electronics,UAE,0
TXN001198,CUST1400,382.52,Mobile,2024-06-04,Clothing,India,0
TXN001199,CUST1812,167.09,ATM,2023-07-31,Groceries,UK,0
TXN001200,CUST1369,40.05,ATM,2024-11-20,Travel,UAE,0
TXN001201,CUST1544,32.23,Mobile,2023-11-29,Clothing,Germany,0
TXN001202,CUST1366,17.14,Online,2024-09-25,Healthcare,UAE,0
TXN001203,CUST1958,62.39,Mobile,2023-08-19,Healthcare,UK,0
TXN001204,CUST1340,628.17,Mobile,2024-02-14,Healthcare,Germany,0
TXN001205,CUST1636,8.8,ATM,2024-06-23,Healthcare,UAE,0
TXN001206,CUST1105,16.22,In-Store,2024-12-22,Groceries,USA,0
TXN001207,CUST1890,248.36,Online,2024-08-17,Healthcare,USA,0
TXN001208,CUST1440,63.64,ATM,2023-06-21,Groceries,UAE,0
TXN001209,CUST1081,300.11,Online,2024-06-03,Clothing,USA,0
TXN001210,CUST1158,345.33,In-Store,2025-02-11,Electronics,UAE,0
TXN001211,CUST1202,141.55,Mobile,2024-05-12,Healthcare,Germany,0
TXN001212,CUST1574,223.05,ATM,2024-01-18,Electronics,UAE,0
TXN001213,CUST1204,173.73,Mobile,2025-04-03,Healthcare,India,0
TXN001214,CUST1500,49.52,In-Store,2025-04-26,Healthcare,Germany,0
TXN001215,CUST1931,599.16,Mobile,2025-03-09,Groceries,India,0
TXN001216,CUST1026,94.68,In-Store,2025-05-07,Travel,India,0
TXN001217,CUST1187,118.51,Mobile,2023-07-17,Healthcare,UAE,1
TXN001218,CUST1346,17.29,Mobile,2023-10-22,Healthcare,Germany,0
TXN001219,CUST1041,8.78,Online,2025-04-02,Groceries,UAE,0
TXN001220,CUST1790,44.98,In-Store,2024-01-17,Groceries,UK,0
TXN001221,CUST1996,16.48,ATM,2023-09-16,Groceries,Germany,0
TXN001222,CUST1518,273.08,Mobile,2024-01-29,Electronics,UAE,0
TXN001223,CUST1755,71.76,ATM,2024-01-17,Electronics,UK,0
TXN001224,CUST1424,175.22,Online,2024-01-05,Healthcare,UK,0
TXN001225,CUST1749,130.45,Online,2023-08-21,Groceries,UK,0
TXN001226,CUST1128,113.77,Mobile,2024-05-23,Groceries,USA,0
TXN001227,CUST1813,213.83,Mobile,2024-11-09,Travel,UAE,0
TXN001228,CUST1431,455.46,Online,2024-11-17,Clothing,Germany,1
TXN001229,CUST1914,169.92,ATM,2023-10-01,Healthcare,India,0
TXN001230,CUST1285,160.85,In-Store,2024-11-13,Electronics,UK,0
TXN001231,CUST1892,100.6,Mobile,2023-12-17,Healthcare,USA,0
TXN001232,CUST1030,34.33,In-Store,2024-07-11,Healthcare,UAE,0
TXN001233,CUST1660,148.28,Mobile,2024-02-15,Travel,India,0
TXN001234,CUST1622,43.18,In-Store,2024-12-01,Clothing,Germany,0
TXN001235,CUST1772,124.75,Online,2024-12-23,Groceries,USA,0
TXN001236,CUST1626,53.34,Mobile,2024-05-24,Travel,USA,0
TXN001237,CUST1504,211.33,Online,2024-06-20,Clothing,India,0
TXN001238,CUST1261,36.42,Online,2025-03-24,Travel,UAE,0
TXN001239,CUST1441,230.64,ATM,2025-02-08,Travel,UAE,1
TXN001240,CUST1959,79.15,ATM,2023-11-25,Healthcare,Germany,1
TXN001241,CUST1901,98.43,Mobile,2023-10-29,Groceries,UAE,0
TXN001242,CUST1524,38.88,In-Store,2023-06-24,Groceries,Germany,0
TXN001243,CUST1337,33.48,Mobile,2024-03-15,Electronics,UK,0
TXN001244,CUST1992,30.03,In-Store,2023-11-01,Healthcare,UAE,0
TXN001245,CUST1991,246.1,In-Store,2025-03-13,Groceries,USA,0
TXN001246,CUST1091,3.81,Mobile,2024-05-23,Clothing,Germany,0
TXN001247,CUST1822,81.11,Mobile,2024-02-17,Electronics,UK,0
TXN001248,CUST1106,88.05,In-Store,2024-03-26,Clothing,India,0
TXN001249,CUST1621,181.58,Mobile,2025-02-05,Electronics,UAE,0
TXN001250,CUST1218,518.0,Online,2023-12-09,Clothing,UK,0
TXN001251,CUST1733,175.91,In-Store,2024-04-24,Electronics,India,0
TXN001252,CUST1335,174.78,Mobile,2025-01-24,Clothing,Germany,0
TXN001253,CUST1837,183.46,Online,2023-05-24,Clothing,UK,0
TXN001254,CUST1187,72.37,Mobile,2023-05-29,Electronics,UK,0
TXN001255,CUST1506,28.31,In-Store,2023-09-27,Clothing,USA,0
TXN001256,CUST1602,80.54,In-Store,2025-02-09,Travel,USA,0
TXN001257,CUST1221,21.84,Online,2024-04-14,Travel,UAE,0
TXN001258,CUST1955,17.77,Online,2024-05-07,Travel,Germany,0
TXN001259,CUST1089,62.96,Online,2024-06-17,Travel,UAE,0
TXN001260,CUST1709,106.67,Mobile,2025-04-12,Travel,USA,0
TXN001261,CUST1747,20.32,In-Store,2023-11-06,Electronics,USA,0
TXN001262,CUST1424,87.74,Mobile,2023-10-07,Healthcare,UK,0
TXN001263,CUST1012,97.85,Online,2024-05-23,Groceries,UK,0
TXN001264,CUST1602,74.23,Online,2024-02-05,Travel,UK,0
TXN001265,CUST1816,28.25,Online,2024-01-09,Groceries,Germany,0
TXN001266,CUST1662,13.39,ATM,2024-05-18,Healthcare,Germany,0
TXN001267,CUST1457,186.28,Online,2024-07-01,Healthcare,India,0
TXN001268,CUST1835,79.76,In-Store,2025-05-02,Clothing,Germany,0
TXN001269,CUST1434,29.76,ATM,2024-07-08,Clothing,USA,1
TXN001270,CUST1455,202.11,ATM,2023-09-30,Travel,UAE,0
TXN001271,CUST1050,118.69,ATM,2023-05-14,Electronics,India,0
TXN001272,CUST1209,319.02,ATM,2023-05-19,Electronics,India,0
TXN001273,CUST1022,196.57,Online,2024-10-21,Clothing,India,0
TXN001274,CUST1845,9.44,Mobile,2024-10-20,Healthcare,UK,0
TXN001275,CUST1432,71.02,Mobile,2023-09-12,Travel,UK,0
TXN001276,CUST1405,174.48,Online,2023-10-08,Groceries,USA,0
TXN001277,CUST1000,54.97,Online,2025-05-05,Electronics,USA,0
TXN001278,CUST1559,466.49,In-Store,2023-11-08,Groceries,UAE,0
TXN001279,CUST1283,326.9,Online,2023-07-18,Healthcare,Germany,0
TXN001280,CUST1490,84.37,Mobile,2024-09-18,Healthcare,UAE,0
TXN001281,CUST1820,23.73,ATM,2023-05-25,Clothing,Germany,0
TXN001282,CUST1789,343.67,In-Store,2024-12-24,Clothing,USA,0
TXN001283,CUST1157,189.64,Mobile,2023-11-08,Travel,UK,0
TXN001284,CUST1366,109.84,ATM,2023-10-05,Electronics,USA,0
TXN001285,CUST1243,545.87,Mobile,2024-02-15,Travel,Germany,0
TXN001286,CUST1900,323.57,In-Store,2025-03-19,Travel,UAE,0
TXN001287,CUST1749,25.56,ATM,2025-03-24,Groceries,India,0
TXN001288,CUST1539,119.63,In-Store,2025-02-03,Travel,India,0
TXN001289,CUST1533,56.34,Mobile,2024-08-17,Travel,Germany,0
TXN001290,CUST1101,7.06,In-Store,2023-09-04,Clothing,USA,0
TXN001291,CUST1080,63.03,Mobile,2024-05-12,Groceries,Germany,0
TXN001292,CUST1894,223.67,Mobile,2025-03-05,Electronics,India,0
TXN001293,CUST1488,62.15,ATM,2024-12-10,Healthcare,UAE,0
TXN001294,CUST1682,429.16,ATM,2025-01-20,Electronics,USA,1
TXN001295,CUST1577,44.37,In-Store,2025-04-27,Electronics,USA,0
TXN001296,CUST1214,13.38,ATM,2023-11-28,Groceries,USA,0
TXN001297,CUST1443,257.86,In-Store,2024-07-05,Clothing,USA,0
TXN001298,CUST1579,96.03,Online,2023-09-26,Clothing,Germany,0
TXN001299,CUST1392,93.63,Online,2024-09-27,Electronics,India,0
TXN001300,CUST1856,300.74,ATM,2024-09-12,Electronics,USA,0
TXN001301,CUST1440,261.16,ATM,2024-09-09,Electronics,Germany,0
TXN001302,CUST1350,26.66,Online,2023-06-05,Clothing,Germany,0
TXN001303,CUST1776,226.63,ATM,2024-03-02,Clothing,India,0
TXN001304,CUST1807,54.32,Mobile,2023-07-30,Groceries,Germany,0
TXN001305,CUST1286,72.29,ATM,2023-07-24,Travel,Germany,1
TXN001306,CUST1377,40.84,Mobile,2024-06-29,Electronics,UAE,0
TXN001307,CUST1997,215.51,Mobile,2024-07-31,Electronics,UAE,0
TXN001308,CUST1567,104.98,ATM,2024-07-20,Travel,India,0
TXN001309,CUST1723,620.61,In-Store,2024-03-13,Healthcare,UK,0
TXN001310,CUST1712,110.26,Mobile,2024-05-15,Electronics,Germany,0
TXN001311,CUST1040,346.93,In-Store,2025-04-19,Electronics,India,0
TXN001312,CUST1664,267.06,Mobile,2023-10-06,Groceries,UAE,0
TXN001313,CUST1849,16.44,Mobile,2025-05-01,Clothing,India,0
TXN001314,CUST1675,27.21,In-Store,2025-01-30,Healthcare,UAE,0
TXN001315,CUST1403,55.57,In-Store,2024-04-03,Clothing,UAE,0
TXN001316,CUST1323,6.05,Mobile,2023-07-25,Travel,UK,0
TXN001317,CUST1278,305.2,In-Store,2024-07-18,Electronics,India,0
TXN001318,CUST1807,705.68,Online,2024-06-05,Electronics,UAE,0
TXN001319,CUST1725,171.14,In-Store,2024-07-25,Groceries,Germany,0
TXN001320,CUST1894,499.12,In-Store,2024-02-15,Groceries,India,1
TXN001321,CUST1828,72.28,In-Store,2023-05-18,Groceries,Germany,0
TXN001322,CUST1201,292.78,In-Store,2024-07-03,Clothing,UAE,0
TXN001323,CUST1908,447.4,Mobile,2024-12-07,Healthcare,Germany,0
TXN001324,CUST1178,127.36,Mobile,2024-06-13,Electronics,UK,0
TXN001325,CUST1412,207.46,Mobile,2025-03-10,Healthcare,USA,0
TXN001326,CUST1942,204.58,Mobile,2024-07-20,Groceries,India,0
TXN001327,CUST1512,2.33,In-Store,2024-11-17,Clothing,Germany,0
TXN001328,CUST1470,31.31,ATM,2024-01-02,Clothing,Germany,0
TXN001329,CUST1542,132.64,Mobile,2024-06-04,Groceries,Germany,0
TXN001330,CUST1434,13.16,In-Store,2024-12-17,Clothing,UK,0
TXN001331,CUST1516,5.61,ATM,2024-11-17,Healthcare,UK,1
TXN001332,CUST1982,77.21,Online,2023-08-24,Clothing,UAE,0
TXN001333,CUST1936,24.69,Online,2023-09-21,Clothing,India,0
TXN001334,CUST1301,159.76,Mobile,2023-12-19,Groceries,India,0
TXN001335,CUST1257,269.64,ATM,2023-05-24,Travel,India,0
TXN001336,CUST1328,138.57,ATM,2024-10-28,Travel,USA,0
TXN001337,CUST1081,233.62,Mobile,2024-04-09,Healthcare,Germany,0
TXN001338,CUST1778,48.16,ATM,2024-08-20,Groceries,UAE,0
TXN001339,CUST1585,90.62,Online,2023-11-15,Healthcare,UK,0
TXN001340,CUST1093,99.34,Mobile,2025-03-22,Clothing,Germany,0
TXN001341,CUST1729,183.68,Mobile,2024-07-13,Travel,UK,0
TXN001342,CUST1371,169.7,Online,2024-05-18,Healthcare,UK,0
TXN001343,CUST1561,86.44,ATM,2023-10-29,Healthcare,UAE,0
TXN001344,CUST1729,130.33,In-Store,2024-05-27,Clothing,UK,0
TXN001345,CUST1242,226.61,ATM,2024-07-20,Healthcare,UAE,0
TXN001346,CUST1544,13.18,Online,2025-02-19,Groceries,India,0
TXN001347,CUST1426,7.62,Mobile,2024-03-02,Clothing,India,0
TXN001348,CUST1483,147.52,In-Store,2023-09-06,Travel,USA,0
TXN001349,CUST1576,125.32,Mobile,2023-12-27,Healthcare,UAE,1
TXN001350,CUST1626,253.46,Mobile,2023-07-29,Clothing,UAE,0
TXN001351,CUST1171,145.04,Online,2023-11-17,Clothing,UAE,0
TXN001352,CUST1852,85.09,ATM,2023-06-12,Healthcare,UAE,0
TXN001353,CUST1392,188.28,ATM,2024-11-26,Healthcare,Germany,0
TXN001354,CUST1735,217.83,In-Store,2024-08-12,Electronics,India,0
TXN001355,CUST1417,13.68,In-Store,2023-05-23,Electronics,Germany,0
TXN001356,CUST1064,141.04,In-Store,2024-01-17,Electronics,UAE,0
TXN001357,CUST1348,340.3,ATM,2023-11-12,Electronics,Germany,0
TXN001358,CUST1080,46.9,In-Store,2024-11-17,Groceries,Germany,0
TXN001359,CUST1574,40.17,Mobile,2023-12-13,Travel,India,0
TXN001360,CUST1243,0.03,ATM,2024-03-21,Healthcare,USA,0
TXN001361,CUST1735,89.45,ATM,2023-06-11,Groceries,UAE,1
TXN001362,CUST1329,127.51,Mobile,2024-01-09,Clothing,USA,0
TXN001363,CUST1572,134.95,Online,2024-02-22,Groceries,India,0
TXN001364,CUST1083,152.53,In-Store,2023-12-27,Healthcare,UK,0
TXN001365,CUST1921,243.01,In-Store,2023-06-30,Electronics,UK,0
TXN001366,CUST1785,103.05,In-Store,2024-02-18,Electronics,UK,0
TXN001367,CUST1304,60.67,ATM,2024-10-13,Clothing,India,0
TXN001368,CUST1413,23.38,Online,2024-08-13,Healthcare,UK,0
TXN001369,CUST1661,254.17,In-Store,2023-06-23,Electronics,UAE,0
TXN001370,CUST1411,8.29,Online,2024-01-10,Healthcare,India,0
TXN001371,CUST1808,742.58,In-Store,2023-10-15,Travel,India,1
TXN001372,CUST1318,10.63,ATM,2023-08-25,Clothing,Germany,0
TXN001373,CUST1412,230.91,ATM,2023-06-13,Healthcare,UAE,0
TXN001374,CUST1963,528.5,Mobile,2024-12-07,Travel,USA,0
TXN001375,CUST1625,202.76,In-Store,2024-09-18,Clothing,UK,0
TXN001376,CUST1851,30.48,Online,2024-09-12,Groceries,UAE,0
TXN001377,CUST1753,133.31,Mobile,2024-08-16,Healthcare,USA,0
TXN001378,CUST1668,13.43,Online,2024-11-02,Travel,UAE,0
TXN001379,CUST1216,84.64,In-Store,2024-04-17,Healthcare,Germany,0
TXN001380,CUST1609,22.41,Mobile,2024-11-04,Travel,India,0
TXN001381,CUST1928,114.96,Online,2023-07-08,Healthcare,Germany,0
TXN001382,CUST1766,56.69,ATM,2024-09-05,Travel,UK,1
TXN001383,CUST1122,97.68,In-Store,2023-12-20,Healthcare,UAE,0
TXN001384,CUST1718,0.89,Online,2024-11-07,Groceries,Germany,0
TXN001385,CUST1522,510.27,Mobile,2025-03-24,Travel,UAE,0
TXN001386,CUST1064,82.1,Online,2024-08-09,Clothing,UK,0
TXN001387,CUST1341,61.09,ATM,2023-10-17,Groceries,India,0
TXN001388,CUST1176,291.58,ATM,2024-12-10,Travel,India,0
TXN001389,CUST1156,228.3,Mobile,2024-07-23,Healthcare,India,0
TXN001390,CUST1065,342.7,ATM,2025-01-08,Clothing,India,0
TXN001391,CUST1677,286.6,ATM,2023-06-13,Clothing,USA,0
TXN001392,CUST1083,199.96,Mobile,2023-08-17,Clothing,UAE,0
TXN001393,CUST1830,254.22,Online,2025-01-01,Travel,USA,0
TXN001394,CUST1157,112.42,Mobile,2025-04-20,Clothing,UK,0
TXN001395,CUST1161,480.82,In-Store,2024-08-11,Travel,UAE,0
TXN001396,CUST1357,390.05,ATM,2024-07-18,Groceries,UAE,1
TXN001397,CUST1977,85.18,Online,2024-02-28,Travel,UAE,0
TXN001398,CUST1878,1.96,Mobile,2025-04-15,Healthcare,USA,0
TXN001399,CUST1131,144.08,ATM,2024-03-10,Healthcare,UAE,0
TXN001400,CUST1142,269.79,Mobile,2024-04-25,Clothing,USA,0
TXN001401,CUST1574,646.66,Online,2024-10-08,Electronics,Germany,0
TXN001402,CUST1210,171.98,Mobile,2025-02-08,Healthcare,India,0
TXN001403,CUST1115,278.63,Mobile,2025-02-09,Healthcare,UAE,0
TXN001404,CUST1370,212.73,Mobile,2025-03-05,Healthcare,India,0
TXN001405,CUST1661,11.69,Online,2025-03-26,Travel,India,0
TXN001406,CUST1737,104.84,Mobile,2024-09-08,Groceries,Germany,0
TXN001407,CUST1764,21.67,Mobile,2024-10-26,Clothing,India,0
TXN001408,CUST1431,24.23,Mobile,2023-12-24,Travel,UAE,0
TXN001409,CUST1845,259.29,Online,2025-04-01,Groceries,India,0
TXN001410,CUST1687,206.54,In-Store,2024-06-21,Healthcare,India,0
TXN001411,CUST1912,91.66,In-Store,2024-02-21,Electronics,UK,0
TXN001412,CUST1910,187.38,In-Store,2024-08-22,Electronics,USA,1
TXN001413,CUST1828,270.18,In-Store,2023-09-10,Travel,UK,0
TXN001414,CUST1440,249.96,Online,2024-06-01,Electronics,UAE,0
TXN001415,CUST1788,234.3,In-Store,2023-11-13,Clothing,India,0
TXN001416,CUST1340,95.08,ATM,2024-01-02,Healthcare,UK,0
TXN001417,CUST1177,85.25,In-Store,2024-01-07,Groceries,Germany,0
TXN001418,CUST1240,12.97,In-Store,2025-01-10,Clothing,UK,0
TXN001419,CUST1641,211.01,In-Store,2024-12-20,Healthcare,UAE,0
TXN001420,CUST1318,208.09,Online,2024-12-22,Healthcare,USA,0
TXN001421,CUST1905,286.21,Mobile,2023-11-17,Travel,India,0
TXN001422,CUST1169,295.58,Online,2024-05-03,Travel,UAE,1
TXN001423,CUST1707,7.11,ATM,2024-01-24,Groceries,Germany,0
TXN001424,CUST1197,110.05,Online,2023-10-19,Clothing,India,0
TXN001425,CUST1875,204.68,Mobile,2024-11-02,Clothing,UAE,0
TXN001426,CUST1632,19.34,Online,2024-10-23,Travel,Germany,0
TXN001427,CUST1699,493.12,Online,2023-09-12,Electronics,UAE,1
TXN001428,CUST1286,82.66,Online,2024-10-14,Healthcare,UAE,0
TXN001429,CUST1123,242.93,Mobile,2024-04-09,Groceries,UAE,0
TXN001430,CUST1858,80.25,Mobile,2023-12-14,Travel,USA,0
TXN001431,CUST1254,58.02,ATM,2024-06-03,Clothing,India,0
TXN001432,CUST1363,119.31,In-Store,2024-10-28,Travel,USA,0
TXN001433,CUST1665,283.83,Mobile,2023-11-03,Healthcare,Germany,0
TXN001434,CUST1064,238.97,In-Store,2023-10-02,Groceries,USA,0
TXN001435,CUST1193,78.63,Online,2024-08-24,Electronics,UAE,0
TXN001436,CUST1985,17.2,Online,2023-10-24,Electronics,UK,0
TXN001437,CUST1333,113.38,Mobile,2024-03-11,Healthcare,Germany,0
TXN001438,CUST1011,38.36,Online,2025-04-04,Electronics,USA,0
TXN001439,CUST1080,246.79,Online,2024-06-24,Groceries,Germany,0
TXN001440,CUST1673,23.71,Mobile,2025-03-23,Clothing,UK,0
TXN001441,CUST1518,34.73,Mobile,2023-11-14,Travel,UK,0
TXN001442,CUST1720,294.71,Online,2024-12-01,Healthcare,UK,0
TXN001443,CUST1276,19.62,Mobile,2023-09-30,Groceries,USA,0
TXN001444,CUST1451,234.53,ATM,2024-10-12,Healthcare,Germany,0
TXN001445,CUST1267,77.95,In-Store,2023-08-16,Groceries,UK,0
TXN001446,CUST1224,364.8,ATM,2025-03-21,Electronics,Germany,0
TXN001447,CUST1250,309.77,Online,2023-07-08,Clothing,India,0
TXN001448,CUST1479,122.34,ATM,2023-05-14,Healthcare,UAE,0
TXN001449,CUST1168,122.32,In-Store,2024-06-28,Electronics,UK,0
TXN001450,CUST1454,131.31,ATM,2023-12-03,Electronics,UK,0
TXN001451,CUST1202,130.79,Online,2023-10-03,Electronics,India,0
TXN001452,CUST1219,136.23,In-Store,2023-06-24,Electronics,India,0
TXN001453,CUST1218,13.39,Mobile,2024-01-05,Travel,India,0
TXN001454,CUST1097,265.67,ATM,2024-11-11,Clothing,UAE,0
TXN001455,CUST1208,19.51,Mobile,2024-06-21,Clothing,UAE,0
TXN001456,CUST1618,4.4,Online,2024-08-31,Groceries,India,0
TXN001457,CUST1629,185.9,In-Store,2023-07-21,Clothing,Germany,0
TXN001458,CUST1844,118.35,Online,2023-09-16,Travel,India,0
TXN001459,CUST1733,101.79,In-Store,2024-06-03,Travel,Germany,0
TXN001460,CUST1451,331.72,Online,2024-08-12,Clothing,India,0
TXN001461,CUST1346,90.19,In-Store,2025-03-13,Travel,UK,0
TXN001462,CUST1011,41.98,ATM,2023-12-21,Travel,India,1
TXN001463,CUST1790,150.86,In-Store,2023-07-12,Clothing,UAE,0
TXN001464,CUST1210,12.27,Mobile,2023-08-12,Clothing,Germany,0
TXN001465,CUST1379,95.23,Mobile,2023-11-30,Electronics,India,0
TXN001466,CUST1603,74.39,Online,2024-10-16,Electronics,USA,1
TXN001467,CUST1456,142.2,In-Store,2023-05-30,Travel,UAE,0
TXN001468,CUST1177,27.86,Online,2023-05-22,Healthcare,Germany,0
TXN001469,CUST1615,169.94,Mobile,2023-10-07,Healthcare,India,0
TXN001470,CUST1098,445.52,Online,2023-07-21,Clothing,India,0
TXN001471,CUST1258,218.03,In-Store,2024-07-16,Groceries,UAE,0
TXN001472,CUST1690,0.04,In-Store,2024-06-27,Clothing,Germany,1
TXN001473,CUST1263,53.63,In-Store,2024-02-29,Clothing,UK,0
TXN001474,CUST1597,185.9,Mobile,2023-06-23,Travel,Germany,0
TXN001475,CUST1499,10.11,Online,2023-06-26,Travel,USA,1
TXN001476,CUST1179,23.72,ATM,2024-04-25,Healthcare,India,0
TXN001477,CUST1282,33.27,Mobile,2025-01-24,Travel,UK,0
TXN001478,CUST1761,67.09,Online,2023-07-11,Healthcare,India,0
TXN001479,CUST1347,77.07,In-Store,2023-08-22,Healthcare,UK,0
TXN001480,CUST1566,321.22,Mobile,2024-06-03,Travel,UK,0
TXN001481,CUST1194,255.96,Mobile,2023-07-14,Travel,UAE,0
TXN001482,CUST1159,264.82,ATM,2025-02-07,Electronics,USA,0
TXN001483,CUST1630,15.94,Online,2024-04-06,Healthcare,USA,0
TXN001484,CUST1742,391.24,In-Store,2024-10-04,Clothing,USA,0
TXN001485,CUST1169,120.48,Mobile,2023-09-30,Clothing,USA,0
TXN001486,CUST1820,214.21,Mobile,2024-12-15,Electronics,Germany,0
TXN001487,CUST1250,9.9,In-Store,2023-05-26,Clothing,Germany,0
TXN001488,CUST1199,556.07,ATM,2023-11-21,Groceries,Germany,0
TXN001489,CUST1676,206.24,Online,2023-07-31,Healthcare,UAE,0
TXN001490,CUST1128,110.39,Mobile,2025-05-01,Electronics,India,0
TXN001491,CUST1124,81.45,Mobile,2024-03-14,Groceries,Germany,0
TXN001492,CUST1723,11.58,ATM,2025-01-11,Clothing,UAE,0
TXN001493,CUST1979,31.38,Online,2024-01-14,Healthcare,UK,0
TXN001494,CUST1833,290.33,ATM,2025-03-16,Clothing,India,0
TXN001495,CUST1017,160.52,Mobile,2024-09-30,Electronics,USA,0
TXN001496,CUST1355,176.96,Mobile,2024-10-05,Electronics,Germany,0
TXN001497,CUST1101,580.32,Online,2024-03-02,Groceries,Germany,0
TXN001498,CUST1939,80.3,In-Store,2023-07-02,Healthcare,UK,0
TXN001499,CUST1390,423.95,Online,2023-07-11,Clothing,UAE,0
TXN001500,CUST1959,14.07,Online,2024-08-06,Healthcare,UK,0
TXN001501,CUST1191,148.82,In-Store,2024-12-24,Travel,USA,0
TXN001502,CUST1499,87.97,ATM,2024-07-06,Electronics,Germany,0
TXN001503,CUST1229,38.92,In-Store,2024-05-26,Travel,UAE,0
TXN001504,CUST1487,65.46,Online,2024-03-25,Travel,USA,0
TXN001505,CUST1198,261.12,Mobile,2024-08-03,Travel,India,0
TXN001506,CUST1144,73.62,Online,2025-02-02,Electronics,UK,0
TXN001507,CUST1518,203.11,ATM,2023-06-05,Electronics,USA,0
